"severity","timestamp","ip_address","admin_user","page_accessed","parameters","flagged","attention","logmessage","postdata"
"warning","2017-08-14 13:15:59","122.111.3.199","13 Admin","Log reset by {Admin[13]}.","","0","","Log reset by {Admin[13]}.",""
"info","2017-08-14 13:16:00","122.111.3.199","13 Admin","admin_activity.php","","0","","Accessed page [admin_activity.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 13:16:03","122.111.3.199","13 Admin","index.php","","0","","Accessed page [index.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 13:16:16","122.111.3.199","13 Admin","logoff.php","","0","","Accessed page [logoff.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 13:16:18","122.111.3.199","0 ","login.php ","","0","","Accessed page [login.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 13:17:40","122.111.3.199","3 Kate","orders.php","oID=7634&action=update_order","0","","Accessed page [orders.php] with action=update_order. Review page_parameters and postdata for details.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production. As we are factory based and do not have a shop front, pick up is not available <br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 13:17:42","122.111.3.199","3 Kate","orders.php","oID=7634&action=update_order","0","","Order 7634 updated.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production. As we are factory based and do not have a shop front, pick up is not available <br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 13:17:42","122.111.3.199","3 Kate","orders.php","oID=7634&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 13:18:15","122.111.3.199","3 Kate","orders.php","oID=7635&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 15:27:37","122.111.3.199","0 ","login.php ","camefrom=index.php","0","","Accessed page [login.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:10:05","122.111.3.199","0 ","login.php ","camefrom=index.php","0","","Accessed page [login.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:10:13","122.111.3.199","0 ","login.php Kate","camefrom=index.php","0","","Accessed page [login.php] with action=doc7f6cb651df3bdb7f89fb151fdd84f10. Review page_parameters and postdata for details.","stdClass Object<br />
(<br />
    [action] => doc7f6cb651df3bdb7f89fb151fdd84f10<br />
    [admin_name] => Kate<br />
)<br />
"
"info","2017-08-14 16:10:15","122.111.3.199","3 Kate","index.php","","0","","Accessed page [index.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:10:19","122.111.3.199","3 Kate","orders.php","oID=7638&origin=index","0","","Accessed page [orders.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:10:29","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7635&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:13:13","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7635&action=update_order","0","","Accessed page [orders.php] with action=update_order. Review page_parameters and postdata for details.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 16:13:15","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7635&action=update_order","0","","Order 7635 updated.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 16:13:15","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7635&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:13:25","122.111.3.199","3 Kate","index.php","","0","","Accessed page [index.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:13:27","122.111.3.199","3 Kate","orders.php","oID=7638&origin=index","0","","Accessed page [orders.php]","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:13:33","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7636&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:16:09","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7636&action=update_order","0","","Accessed page [orders.php] with action=update_order. Review page_parameters and postdata for details.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 16:16:11","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7636&action=update_order","0","","Order 7636 updated.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 16:16:11","122.111.3.199","3 Kate","orders.php","origin=index&page=1&oID=7636&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:16:20","122.111.3.199","3 Kate","orders.php","oID=7637&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:20:38","122.111.3.199","3 Kate","orders.php","oID=7637&action=update_order","0","","Accessed page [orders.php] with action=update_order. Review page_parameters and postdata for details.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 16:20:40","122.111.3.199","3 Kate","orders.php","oID=7637&action=update_order","0","","Order 7637 updated.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
"info","2017-08-14 16:20:40","122.111.3.199","3 Kate","orders.php","oID=7637&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:20:49","122.111.3.199","3 Kate","orders.php","oID=7638&action=edit","0","","Accessed page [orders.php] with action=edit. Review page_parameters and postdata for details.","Array<br />
(<br />
)<br />
"
"info","2017-08-14 16:23:23","122.111.3.199","3 Kate","orders.php","oID=7638&action=update_order","0","","Accessed page [orders.php] with action=update_order. Review page_parameters and postdata for details.","stdClass Object<br />
(<br />
    [comments] => Your order has been processed for production<br />
    [status] => 2<br />
    [notify] => 1<br />
    [notify_comments] => on<br />
)<br />
"
